cl020559737;"""On offre [à l'Empereur] les prisonniers [faits lors] de la pacification des tribus musulmanes""";"MASQUELIER Louis Joseph";"Vers 1765";"27458 LR/ Recto; 15121; vol.8, p.63";"Département des Arts graphiques";;"Réserve Edmond de Rothschild";
cl020559738;"Le Combat de Khurungui";"ALLIAMET Jacques";"Vers 1765";"27459 LR/ Recto; 15122; vol.8, p.63";"Département des Arts graphiques";;"Réserve Edmond de Rothschild";
cl020559742;"""Le combat de Tonguzluq""";"SAINT-AUBIN Augustin de";"vers 1765";"27463 LR/ Recto; 15123; vol.8, p.63";"Département des Arts graphiques";;"Réserve Edmond de Rothschild";
cl020559747;"""[L'Empereur se rend] dans la banlieue pour prendre [personnellement] des nouvelles des officiers et soldats qui se sont distingués dans la campagne contre les tribus musulmanes""";"NEE François Denis";"Vers 1765";"27468 LR/ Recto; 15126; vol.8, p.64";"Département des Arts graphiques";;"Réserve Edmond de Rothschild";
cl020559748;"""La grande victoire de Qurnam""";"SAINT-AUBIN Augustin de";"Vers 1765";"27469 LR/ Recto; 15127; vol.8, p.64";"Département des Arts graphiques";;"Réserve Edmond de Rothschild";
cl020559752;"""Le combat d'Oroï-jalatu""";"LE BAS Jacques Philippe";"vers 1765";"27473 LR/ Recto; 15129; vol.8, p.64";"Département des Arts graphiques";;"Réserve Edmond de Rothschild";
cl020559756;"""Le Khan du Badakhsan demande à se soumettre""";"CHOFFARD Pierre-Philippe";"vers 1765";"27477 LR/ Recto; 15131; vol.8, p.64";"Département des Arts graphiques";;"Réserve Edmond de Rothschild";
cl020559761;"""Le chef d'Us(Turfan) se soumet avec sa ville""";"CHOFFARD Pierre-Philippe";"vers 1765";"27482 LR/ Recto; 15133; vol.8, p.64";"Département des Arts graphiques";;"Réserve Edmond de Rothschild";
cl020559762;"""La Victoire de Khorgos""";"LE BAS Jacques Philippe";"vers 1765";"27483 LR/ Recto; 15134; vol.8, p.64";"Département des Arts graphiques";;"Réserve Edmond de Rothschild";
cl020559764;"""Le combat d'Arcul""";"PREVOST Benoît Louis";"vers 1765";"27485 LR/ Recto; 15135; vol.8, p.64";"Département des Arts graphiques";;"Réserve Edmond de Rothschild";
cl020559766;"""[L'Empereur] offre un banquet de victoire aux officiers et soldats qui se sont distingués.""";"LE BAS Jacques Philippe";"Vers 1765";"27487 LR/ Recto; 15136; vol.8, p.64";"Département des Arts graphiques";;"Réserve Edmond de Rothschild";
cl020559768;"""[L'Empereur] offre un banquet de victoire aux officiers et soldats qui se sont distingués.""";"LE BAS Jacques Philippe";"Vers 1765";"27489 LR/ Recto; 15136; vol.8, p.64";"Département des Arts graphiques";;"Réserve Edmond de Rothschild";
cl020559769;"""On offre [à l'Empereur] les prisonniers [faits lors] de la pacification des tribus musulmanes""";"MASQUELIER Louis Joseph";"Vers 1765";"27456 LR/ Recto; 15120; vol.8, p.63";"Département des Arts graphiques";;"Réserve Edmond de Rothschild";
cl010114461;"Vase, d'une paire (avec OA 10556 2)";Anonyme;"vers 1700";"OA 10556 1";"Département des Objets d'art du Moyen Age, de la Renaissance et des temps modernes";"Lieu de création : Chine ; France";"Sully, [OArt] Salle 617 - De Louis XIV à Louis XVI, Salle 617 - Jean-François Leleu";
cl010117807;"Vase, d'une paire (avec OA 10556 1)";Anonyme;"vers 1700";"OA 10556 2";"Département des Objets d'art du Moyen Age, de la Renaissance et des temps modernes";"Lieu de création : France ; Chine";"Sully, [OArt] Salle 617 - De Louis XIV à Louis XVI, Salle 617 - Jean-François Leleu";
cl010102339;"Album de peintures d'exportation: personnages chinois";Youqua;"1840 / 1860  (Milieu du XIXe siècle)";"TH 274";"Département des Objets d'art du Moyen Age, de la Renaissance et des temps modernes";"Lieu de création : Chine";"Napoléon, Salle 001 - Expositions temporaires Hall Napoléon";
cl010114271;"Petit album de peintures d'exportation: fleurs, oiseaux et insectes";Youqua;"1ère moitié du XIXe siècle";"TH 275";"Département des Objets d'art du Moyen Age, de la Renaissance et des temps modernes";"Lieu de création : Chine";"Napoléon, Salle 001 - Expositions temporaires Hall Napoléon";
cl010102344;"Vase à trois pieds et deux anses";;;"TH 291";"Département des Objets d'art du Moyen Age, de la Renaissance et des temps modernes";"Lieu de création : Chine (?) ; Japon (?)";"Richelieu, [OArt] Salle 550 - Elise Dosne-Thiers, Vitrine 4, Etagère 3";
cl010116534;"Brûle-parfum en forme de courge";;"1800 / 1900  (XIXe siècle)";"TH 290";"Département des Objets d'art du Moyen Age, de la Renaissance et des temps modernes";"Lieu de création : Chine (?) ; Japon (?)";"Richelieu, [OArt] Salle 550 - Elise Dosne-Thiers, Vitrine 4, Etagère 2";
cl010098603;"Vase, d'une paire (avec OA 5267 2)";Anonyme;"vers 1700";"OA 5267 1";"Département des Objets d'art du Moyen Age, de la Renaissance et des temps modernes";"Lieu de création : Chine ; Paris / Lieu de provenance : Palais des Tuileries";"Sully, [OArt] Salle 628 - Cabinet de Marie-Antoinette, Vitrine TP1 bis";
cl010113850;"Vase, d'une paire (avec OA 5188 2)";Anonyme;"1700 / 1800  (3e tiers du XVIIIe siècle = dernier tiers du XVIIIe siècle; XVIIIe siècle)";"OA 5188 1";"Département des Objets d'art du Moyen Age, de la Renaissance et des temps modernes";"Lieu de création : Chine ; Paris";"Sully, [OArt] Salle 622 - Chambre de Parade de l’hôtel de Chevreuse";
cl010113851;"Aiguière, d'une paire (avec OA 5496 2)";Anonyme;"1662 / 1755  (XVIIe-XVIIIe siècle; Milieu du XVIIIe siècle)";"OA 5496 1";"Département des Objets d'art du Moyen Age, de la Renaissance et des temps modernes";"Lieu de création : Chine ; Paris";"Sully, [OArt] Salle 612 - Rocaille";
cl010114008;"Vase (pendant des aiguières OA 5496)";"Duplessis, Jean-Claude-Thomas";"1700 / 1750  (1ere moitié du XVIIIe siècle; 2e tiers du XVIIIe siècle)";"OA 6053";"Département des Objets d'art du Moyen Age, de la Renaissance et des temps modernes";"Lieu de création : Chine ; Paris";"Sully, [OArt] Salle 613 - Cabinet chinois";
cl010114036;"Pot couvert, d'une paire (avec OA 11959)";Anonyme;"1700 / 1715  (Début du XVIIIe siècle; 1ere moitié du XVIIIe siècle)";"OA 11960";"Département des Objets d'art du Moyen Age, de la Renaissance et des temps modernes";"Lieu de création : Chine ; Paris";"Sully, [OArt] Salle 606 - Gilbert et Rose-Marie Chagoury";
cl010114469;"Vase balustre, d'une paire (avec OA 5186 2)";Anonyme;"1700 / 1800  (3e tiers du XVIIIe siècle = dernier tiers du XVIIIe siècle; XVIIIe siècle)";"OA 5186 1";"Département des Objets d'art du Moyen Age, de la Renaissance et des temps modernes";"Lieu de création : Paris ; Chine";"Abu Dhabi (Emirats Arabes Unis), Louvre Abu Dhabi";
cl010114751;"Vase balustre, d'une paire (avec OA 5186 1)";Anonyme;"vers 1775";"OA 5186 2";"Département des Objets d'art du Moyen Age, de la Renaissance et des temps modernes";"Lieu de création : Chine ; Paris";"Sully, [OArt] Salle 623 - Galerie Basile de Schlichting, Vitrine 3";
cl010114752;"Vase, d'une paire (avec OA 5188 1)";Anonyme;"1700 / 1800  (3e tiers du XVIIIe siècle = dernier tiers du XVIIIe siècle; XVIIIe siècle)";"OA 5188 2";"Département des Objets d'art du Moyen Age, de la Renaissance et des temps modernes";"Lieu de création : Chine ; Paris";"Sully, [OArt] Salle 622 - Chambre de Parade de l’hôtel de Chevreuse";
cl010114780;"Vase, d'une paire (avec OA 5445 1)";Anonyme;"1700 / 1765  (1ere moitié du XVIIIe siècle; 2e moitié du XVIIIe siècle)";"OA 5445 2";"Département des Objets d'art du Moyen Age, de la Renaissance et des temps modernes";"Lieu de création : Chine ; Paris";"Sully, [OArt] Salle 617 - De Louis XIV à Louis XVI, Salle 617 - Jean-François Leleu";
cl010117144;"Vase, d'une paire (avec OA 5267 1)";Anonyme;"vers 1700";"OA 5267 2";"Département des Objets d'art du Moyen Age, de la Renaissance et des temps modernes";"Lieu de création : Paris ; Chine";"Sully, [OArt] Salle 628 - Cabinet de Marie-Antoinette, Vitrine TP1 bis";
cl010111999;"Vase à col étroit et deux anses";;;"TH 292";"Département des Objets d'art du Moyen Age, de la Renaissance et des temps modernes";"Lieu de création : Chine (?) ; Japon (?)";"Richelieu, [OArt] Salle 550 - Elise Dosne-Thiers, Vitrine 4, Etagère 3";
cl010113548;"Vase, d'une paire (avec OA 5497 2)";"Gouthière, Pierre";"1700 / 1800  (Fin du XVIIIe siècle; XVIIIe siècle)";"OA 5497 1";"Département des Objets d'art du Moyen Age, de la Renaissance et des temps modernes";"Lieu de création : Chine ; Paris";"Sully, [OArt] Salle 626 - David, Pierre et Michel David-Weill";
cl010114291;Soucoupe;;"1717 / 1722  (1er quart du XVIIIe siècle)";"OA 12237 6";"Département des Objets d'art du Moyen Age, de la Renaissance et des temps modernes";"Lieu de création : Paris ; Chine";"Sully, [OArt] Salle 605 - Stavros S. Niarchos, Vitrine 15";
cl010114293;Théière;;"1717 / 1722  (1er quart du XVIIIe siècle)";"OA 12237 2";"Département des Objets d'art du Moyen Age, de la Renaissance et des temps modernes";"Lieu de création : Paris ; Chine";"Sully, [OArt] Salle 605 - Stavros S. Niarchos, Vitrine 15";
cl010114655;"Vase, d'une paire (avec OA 5445 2)";Anonyme;"1700 / 1765  (1ere moitié du XVIIIe siècle; 2e tiers du XVIIIe siècle)";"OA 5445 1";"Département des Objets d'art du Moyen Age, de la Renaissance et des temps modernes";"Lieu de création : Chine ; Paris";"Sully, [OArt] Salle 617 - De Louis XIV à Louis XVI, Salle 617 - Jean-François Leleu";
cl010112819;"Perroquet, d'une paire";;"vers 1780";"OA 9 2; N 1502";"Département des Objets d'art du Moyen Age, de la Renaissance et des temps modernes";"Lieu de création : Chine ; Paris";"Sully, [OArt] Salle 628 - Cabinet de Marie-Antoinette, Vitrine TP1 bis";
cl010110043;"Pot couvert, d'une paire (avec OA 11960)";Anonyme;"1700 / 1715  (Début du XVIIIe siècle; 1ere moitié du XVIIIe siècle)";"OA 11959";"Département des Objets d'art du Moyen Age, de la Renaissance et des temps modernes";"Lieu de création : Chine ; Paris";"Sully, [OArt] Salle 606 - Gilbert et Rose-Marie Chagoury";
cl010114130;Tasse;Inconnue;"1717 / 1722  (1er quart du XVIIIe siècle)";"OA 12237 3";"Département des Objets d'art du Moyen Age, de la Renaissance et des temps modernes";"Lieu de création : Chine ; Paris";"Sully, [OArt] Salle 605 - Stavros S. Niarchos, Vitrine 15";
cl010114292;Sucrier;;"1717 / 1722  (1er quart du XVIIIe siècle)";"OA 12237 7";"Département des Objets d'art du Moyen Age, de la Renaissance et des temps modernes";"Lieu de création : Paris ; Chine";"Sully, [OArt] Salle 605 - Stavros S. Niarchos, Vitrine 15";
cl010114739;"Aiguière, d'une paire (avec OA 5151 1)";Anonyme;"1662 / 1740  (Fin du XVIIe siècle - début du XVIIIè siècle; 2e quart du XVIIIe siècle)";"OA 5151 2";"Département des Objets d'art du Moyen Age, de la Renaissance et des temps modernes";"Lieu de création : Paris ; Chine";"Sully, [OArt] Salle 615 - L. Lafon";
cl010114785;"Coupe couverte, d'une paire (avec OA 5492 1)";Anonyme;"1700 / 1715  (Début du XVIIIe siècle)";"OA 5492 2";"Département des Objets d'art du Moyen Age, de la Renaissance et des temps modernes";"Lieu de création : Paris ; Chine";"Sully, [OArt] Salle 605 - Stavros S. Niarchos, Vitrine 22";
cl010114786;"Aiguière , d'une paire (avec OA 5496 1)";Anonyme;"1662 / 1755  (XVIIe-XVIIIe siècle; Milieu du XVIIIe siècle)";"OA 5496 2";"Département des Objets d'art du Moyen Age, de la Renaissance et des temps modernes";"Lieu de création : Chine ; Paris";"Sully, [OArt] Salle 612 - Rocaille";
cl010116596;"Coupe à décor appliqué";"Chine, atelier de Jingdezhen";"1600 / 1800  (XVIIe siècle; XVIIIe siècle)";"R 1027";"Département des Objets d'art du Moyen Age, de la Renaissance et des temps modernes";"Lieu de création : Paris ; Chine";"Sully, [OArt] Salle 605 - Stavros S. Niarchos, Vitrine 15";
cl010117143;"Brûle-parfum, d'une paire (avec OA 5182 1)";"Gouthière, Pierre";"vers 1770";"OA 5182 2";"Département des Objets d'art du Moyen Age, de la Renaissance et des temps modernes";"Lieu de création : Paris ; Chine";"Sully, [OArt] Salle 623 - Galerie Basile de Schlichting, Vitrine 4";
cl010326302;"Coupe fragmentaire à décor végétal";;"800 / 1000  (IXe siècle ; Xe siècle)";"MAO S. 325; S. 105; AS 10813; OA 7937";"Département des Arts de l'Islam";"Lieu de création : Tchangtcha / Lieu de découverte : Suse (=Shush)";"Denon, [AI] Salle 185 - Arts de l'Islam - De 632 à 1000, Vitrine 12 b";
cl010097375;"Aiguière, d'une paire (avec OA 5151 2)";Anonyme;"1662 / 1740  (Début du XVIIIe siècle; 2e quart du XVIIIe siècle)";"OA 5151 1";"Département des Objets d'art du Moyen Age, de la Renaissance et des temps modernes";"Lieu de création : Paris ; Chine";"Sully, [OArt] Salle 615 - L. Lafon";
cl010115574;"Fontaine à parfum en porcelaine du Japon bleu turquoise";Anonyme;"1700 / 1715  (Début du XVIIIe siècle; )";"OA 7; N 1500";"Département des Objets d'art du Moyen Age, de la Renaissance et des temps modernes";"Lieu de création : Chine ; Paris";"Sully, [OArt] Salle 628 - Cabinet de Marie-Antoinette, Vitrine TP1 bis";
cl010117390;"Perroquet, d'une paire";Anonyme;"vers 1780";"OA 9 1; N 1502";"Département des Objets d'art du Moyen Age, de la Renaissance et des temps modernes";"Lieu de création : Chine ; Paris";"Sully, [OArt] Salle 628 - Cabinet de Marie-Antoinette, Vitrine TP1 bis";
cl010018948;vase;;;"N 2225 A (?); N 2462 ?";"Département des Antiquités égyptiennes";"Lieu de provenance : Chine";"non exposé";
cl010317503;"Fragment de paroi";;;"AFI 738; RQ 34";"Département des Arts de l'Islam";"Lieu de provenance : Raqqa ; Chine";"non exposé";
cl010317556;"Fragment de paroi de céladon";;;"AFI 782 b";"Département des Arts de l'Islam";"Lieu de provenance : Chine";"non exposé";
cl010317557;"Fragment de paroi de céladon";;;"AFI 782 c";"Département des Arts de l'Islam";"Lieu de provenance : Chine";"non exposé";
cl010317559;"Fragment de porcelaine chinoise";;"1300 / 1500  (XIVe siècle ; XVe siècle)";"AFI 783 b";"Département des Arts de l'Islam";"Lieu de provenance : Chine";"non exposé";
cl010317560;"Fragment de porcelaine chinoise";;"1300 / 1500  (XIVe siècle ; XVe siècle)";"AFI 783 c";"Département des Arts de l'Islam";"Lieu de provenance : Chine";"non exposé";
cl010317561;"Fragment de porcelaine chinoise";;"1300 / 1500  (XIVe siècle ; XVe siècle)";"AFI 783 d";"Département des Arts de l'Islam";"Lieu de provenance : Chine";"non exposé";
cl010317673;"Tesson de jarre";;;"AFI 875 c";"Département des Arts de l'Islam";"Lieu de provenance : Alep (région), vallée de fleuve Qoueiq ; Chine (?)";"non exposé";
cl010323249;"Fragment de bord";;"1900 / 2000  (XXe siècle)";"MAO 936/2099";"Département des Arts de l'Islam";"Lieu de provenance : Chine";"non exposé";
cl010329306;"Vase cylindrique à anse et deux oreilles";;;"OA 6111";"Département des Arts de l'Islam";"Lieu de provenance : Chine";"non exposé";
cl010330436;"Fond de coupe à décor secret";;;"OA 7956/91";"Département des Arts de l'Islam";"Lieu de provenance : Le Caire ; Chine";"Strasbourg (France), Bibliothèque nationale et universitaire de Strasbourg";
cl010330437;Fragment;;;"OA 7956/92";"Département des Arts de l'Islam";"Lieu de provenance : Le Caire ; Chine";"Strasbourg (France), Bibliothèque nationale et universitaire de Strasbourg";
cl010330549;"Figurine féminine";;;"OA 966";"Département des Arts de l'Islam";"Lieu de provenance : Chine";"non exposé";
cl010333475;"Petit vase à décor secret";;"1600 / 1700  (XVIIe siècle)";"AD 7790; UCAD 7790; A 7790";"Département des Arts de l'Islam";"Lieu de provenance : Chine (?)";"non exposé";
cl010081348;"coupe à bord rentrant";;"-2700 / -2195 (?)  (Ancien Empire [?])";"E 22516; Curtis n°17";"Département des Antiquités égyptiennes";"Lieu de provenance : Chine (?)";"non exposé";
cl010315873;"Base de plat";;;"AFI 1183; ALEP SITADEL 5 a 23";"Département des Arts de l'Islam";"Lieu de provenance : Citadelle ; Chine";"non exposé";
cl010316433;"Tesson de bleu et blanc chinois";;;"AFI 1711";"Département des Arts de l'Islam";"Lieu de provenance : Sultan Mir Haydar (complexe) ; Chine";"non exposé";
cl010316434;"Bord de coupe";;;"AFI 1712";"Département des Arts de l'Islam";"Lieu de provenance : Sultan Mir Haydar (complexe) ; Chine";"non exposé";
cl010317555;"Fragment de paroi de céladon";;;"AFI 782 a";"Département des Arts de l'Islam";"Lieu de provenance : Chine";"non exposé";
cl010317672;"Tesson de jarre";;;"AFI 875 b";"Département des Arts de l'Islam";"Lieu de provenance : Alep (région), vallée de fleuve Qoueiq ; Chine (?)";"non exposé";
cl010319225;"Fond de coupe";;;"MAO 194";"Département des Arts de l'Islam";"Lieu de provenance : Chine";"non exposé";
cl010325864;"Fragment de paroi";;"1300 / 1400  (XIVe siècle)";"MAO S. 2302";"Département des Arts de l'Islam";"Lieu de découverte : Suse (=Shush) / Lieu de provenance : Chine";"non exposé";
cl010326039;"Aiguière (aiguière de type yao zhou)";;"900 / 1100  (Xe siècle [?] ; XIe siècle [?])";"MAO S. 2488";"Département des Arts de l'Islam";"Lieu de découverte : Suse (=Shush) / Lieu de provenance : Chine";"Denon, [AI] Salle 185 - Arts de l'Islam - De 632 à 1000, Vitrine 12 b";
cl010327422;"Vase à décor secret";;"1600 / 1700  (XVIIe siècle)";"OA 3349";"Département des Arts de l'Islam";"Lieu de provenance : Chine";"non exposé";
cl010327442;"Coupelle sur piédouche à ""décor secret""";;;"OA 3450";"Département des Arts de l'Islam";"Lieu de provenance : Chine";"non exposé";
cl010330433;"Fond de coupe";;"1385 / 1500  (4ème quart du XIVe siècle ; XVe siècle)";"OA 7956/89";"Département des Arts de l'Islam";"Lieu de provenance : Chine ; Le Caire";"non exposé";
cl010330435;"Fond de coupe à l'oiseau";;"1600 / 1800  (XVIIe siècle ; XVIIIe siècle)";"OA 7956/90";"Département des Arts de l'Islam";"Lieu de provenance : Le Caire ; Chine";"non exposé";
cl010330615;"Petit bol en forme de chrysanthème";;"1780 / 1850  (4ème quart du XVIIIe siècle ; XIXe siècle)";"R 1361";"Département des Arts de l'Islam";"Lieu de provenance : Chine";"non exposé";
cl010330617;"Coupelle en forme de chrysanthème";;"1775 / 1900  (4ème quart du XVIIIe siècle ; XIXe siècle)";"R 1363";"Département des Arts de l'Islam";"Lieu de provenance : Chine";"non exposé";
cl010330619;"couvercle avec figurine de Shouxing";;"1700 / 1900  (XVIIIe siècle ; XIXe siècle)";"R 1364/2";"Département des Arts de l'Islam";"Lieu de provenance : Turquie ; Chine";"non exposé";
cl010330908;"Plat creux";;"1700 / 1900  (XVIIIe siècle ; XIXe siècle)";"AD 10590; UCAD 10590; A 10590";"Département des Arts de l'Islam";"Lieu de provenance : Iran (?) ; Turquie (?) ; Chine (?)";"non exposé";
cl010316095;"Bord de plat céladon";;;"AFI 1336";"Département des Arts de l'Islam";"Lieu de provenance : Alep (région), vallée de fleuve Qoueiq (?) ; Chine";"non exposé";
cl010316477;"Lot de 8 tessons de porcelaine (?)";;"1300 / 1500  (XIVe siècle ; XVe siècle)";"AFI 1749";"Département des Arts de l'Islam";"Lieu de provenance : Merv ; Chine";"non exposé";
cl010317544;"Fragment de paroi ajourée";;;"AFI 772";"Département des Arts de l'Islam";"Lieu de provenance : Rusafa ; Chine (?)";"non exposé";
cl010317558;"Fragment de porcelaine chinoise";;"1300 / 1500  (XIVe siècle ; XVe siècle)";"AFI 783 a";"Département des Arts de l'Islam";"Lieu de provenance : Chine";"non exposé";
cl010317671;"Tesson de jarre";;;"AFI 875 a";"Département des Arts de l'Islam";"Lieu de provenance : Alep (région), vallée de fleuve Qoueiq ; Chine (?)";"non exposé";
cl010319853;"Tapis de soie à décor floral";;"1650 / 1725  (2ème moitié du XVIIe siècle; 1er quart du XVIIIe siècle)";"MAO 2272";"Département des Arts de l'Islam";"Lieu de provenance : Xinjang";"non exposé";
cl010319998;"Miroir au dragon";;"vers 650";"MAO 319";"Département des Arts de l'Islam";"Lieu de provenance : Chine (?)";"non exposé";
cl010323213;"Bord de vase céladon";;;"MAO 936/2050";"Département des Arts de l'Islam";"Lieu de provenance : Chine";"non exposé";
cl010323245;"Fragment de col";;;"MAO 936/2095";"Département des Arts de l'Islam";"Lieu de provenance : Chine";"non exposé";
cl010324115;"Petite bouteille balustre";;"900 / 1200  (Xe siècle [?] ; XIe siècle [?] ; XIIe siècle [?])";"MAO 936/844";"Département des Arts de l'Islam";"Lieu de provenance : Chine (?)";"non exposé";
cl010324748;"Petit flacon";;;"MAO S. 1324; U. 331";"Département des Arts de l'Islam";"Lieu de découverte : Suse (=Shush) / Lieu de provenance : Chine (?)";"non exposé";
cl010328769;Cruche;;;"OA 3924";"Département des Arts de l'Islam";"Lieu de provenance : Chine";"non exposé";
cl010330612;"Coupe à vin en forme de calebasse (kishti)";;"1850 / 1900  (2ème moitié du XIXe siècle)";"R 1358";"Département des Arts de l'Islam";"Lieu de provenance : Chine";"non exposé";
cl010330613;"coupe en forme de feuille avec pied en forme d'iris";;"1850 / 1900  (2ème moitié du XIXe siècle)";"R 1359";"Département des Arts de l'Islam";"Lieu de provenance : Inde (?) ; Chine (?)";"non exposé";
cl010330614;"Petit bol en forme de chrysanthème";;"1780 / 1850  (4ème quart du XVIIIe siècle ; 1ère moitié du XIXe siècle)";"R 1360";"Département des Arts de l'Islam";"Lieu de provenance : Chine";"non exposé";
cl010330616;"Coupelle en forme de chrysanthème";;"1775 / 1900  (4ème quart du XVIIIe siècle ; XIXe siècle)";"R 1362";"Département des Arts de l'Islam";"Lieu de provenance : Chine";"non exposé";
cl010334075;"Fragment de fond de vaisselle";;;"AD RI 2007/217 -180; UCAD RI 2007/217 -180";"Département des Arts de l'Islam";"Lieu de provenance : Égypte ; Chine";"non exposé";
cl010456784;"Guéridon ayant appartenu à Eugène Delacroix";Anonyme;"1800 / 1900  (XIXe siècle)";"MD 2002-263";"Musée national Eugène-Delacroix";;"Musée National Eugène Delacroix, Chambre";
cl010219667;"coupe ; bol";;"1670 / 1680  (milieu du XVIIe siècle ; 2ème moitié du XVIIe siècle ; XVIIIe siècle ; XIXe siècle ; fin du XIXe siècle - début du XXe siècle)";"CN 13770; 9596";"Service de l'Histoire du Louvre";"Lieu de création : Chine / Lieu de découverte : zone 9";"Paris (France), Musée national des Arts asiatiques - Guimet";
cl010219665;pot;;"1635 / 1645  (3ème tiers du XIVe siècle ; XVe siècle ; XVIe siècle ; 1ère moitié du XVIe siècle)";"CN 4498; 9042; ICHBA 956";"Service de l'Histoire du Louvre";"Lieu de création : Chine / Lieu de découverte : zone 9";"Paris (France), Musée national des Arts asiatiques - Guimet";
cl010219666;"bol ; coupe";;"1680 / 1690  (milieu du XVIIe siècle ; 2ème moitié du XVIIe siècle ; XVIIIe siècle ; XIXe siècle ; fin du XIXe siècle - début du XXe siècle)";"CN 13772; ICHBA 555; 9596";"Service de l'Histoire du Louvre";"Lieu de création : Chine / Lieu de découverte : zone 9";"Paris (France), Musée national des Arts asiatiques - Guimet";
cl010102346;"Vase cornet à six pans";Anonyme;;"TH 294";"Département des Objets d'art du Moyen Age, de la Renaissance et des temps modernes";"Lieu de création : Asie";"Napoléon, Salle 001 - Expositions temporaires Hall Napoléon";
